id,dishes_class_id,dishes_name,price,amt_discount,sortorder,bar_code,cost,is_info_menu_item,balance_price,pinyin,stock_count,picture_file,recommend_percent,weight,taste,description,ingredients,label,creation_method,dishes_characteristic,dept_name,dishes_class_name,dept_id
609985,3604,三色凉拌手撕兔,66,0,0,,38,,,,-1,caipu/205005.jpg,0.81,3,香辣,兔肉对老人、幼儿、孕妇、冠心病患者具有滋补作用,兔腿4只，大青椒两个，红菜椒两个，子姜适量，盐适量，味精适量，鸡精适量 ,香辣，咸鲜,,,统计17级,其他肉类,330
609980,3599,三丝鳝鱼,55,0,0,,20,,,,-1,caipu/106005.jpg,0.77,4,爽口,,鳝丝500g，洋葱1个，青椒1个，姜10g，食盐、味精适量，豉油5g。,下饭菜，补血，爽口,,,统计17级,其他水产,330
609935,3618,山药养生粥,19,0,0,,10,,,,-1,caipu/602001.jpg,0.85,1,咸鲜,,铁棍山药，胡萝卜，西兰花，大米，水或高汤，盐，胡椒粉，芝麻油,咸鲜,,,统计17级,粥类,330
609944,3596,水煮鱼,65,0,0,,45,,,,-1,caipu/103005.jpg,0.79,5,麻辣,,鱼块（鱼片），大豆芽，香菜，蒜粒，姜片，辣椒圈，豆瓣酱，盐、糖、黑胡椒、生粉（淀粉）、米酒、料酒和干辣椒适量。,微辣，蒜香，水煮，川菜,,,统计17级,鱼类,330
610017,3606,酸辣藕丁,33,0,0,,15,,,,-1,caipu/302006.jpg,0.86,3,酸辣,一道非常开胃的家常菜！夏天汗水流失，适当吃些酸辣口味的菜，提高食欲，可以打起精神！,藕1节，香葱1棵，油、适量，白醋16g，老抽5g，白砂糖20g，干辣椒3个，青尖椒半个，红尖椒半个，水淀粉20g 。,爽口，酸辣，下酒菜，开胃菜,,,统计17级,茎菜类,330
610000,3619,酸辣汤面,16,0,0,,10,,,,-1,caipu/603004.jpg,0.83,1,微辣,,挂面，胡椒粉，食用油，盐，醋，芝麻油，葱，木耳，红椒，煮蛋，香肠,面食,,,统计17级,面食类,330
610062,3597,蒜蓉生蚝,49,0,0,,28,,,,-1,caipu/104001.jpg,0.89,3,蒜香,促进生长，发育，护肝，增强免疫力,生蚝4只，蒸鱼鼓油、盐少许、蒜头、小米椒和料酒适量 。,爆炒，蒜蓉，提高免疫,,,统计17级,贝壳类,330
610003,3616,蒜香包,13,0,0,,8,,,,-1,caipu/503002.jpg,0.83,1,蒜香,,吐司或法棍，无盐黄油，蒜蓉，法香（罗勒），食盐,甜,,,统计17级,面包类,330
610063,3597,蒜香辣花甲,45,0,0,,29,,,,-1,caipu/104002.jpg,0.88,4,微辣,花甲是一种营养价值较高、味道鲜美的海鲜，吃花甲有滋阴明目、降低胆固醇、化痰等功效，很多朋友都爱吃。,花甲1500g，辣椒5个，料酒、大蒜、生姜和酱油适量。,微辣，蒜香，爆炒,,,统计17级,贝壳类,330
610031,3608,糖醋蕃茄溜青花,33,0,0,,12,,,,-1,caipu/304005.jpg,0.89,3,爽口,,青花菜1棵，小西红柿 (切1/4圆)1碗，姜3片，西红柿酱2大匙30ml，酱油1大匙15ml，糖2小匙10g，醋2小匙10g。,午餐，一家三口，家常菜，酸,,,统计17级,花菜类,330
609990,3612,特醇嘉士伯啤酒罐装,6,0,0,,2,,,,-1,caipu/403005.jpg,0.79,1,爽口,,水，麦芽，大米，酒花,酿,,,统计17级,啤酒类,330
610001,3619,土豆西红柿汤面,13,0,0,,8,,,,-1,caipu/603005.jpg,0.82,1,酸辣,,"挂面，西红柿，土豆，鸡蛋，盐，生抽，香油，
香葱",面食,,,统计17级,面食类,330
609930,3602,豌豆薯仔猪骨汤,39,0,0,,24,,,,-1,caipu/203001.jpg,0.88,2,清淡,鲜豌豆的维生素A和C丰富，补脾健胃和五脏的功效；所含的优质蛋白质能提高人的免疫力,豌豆150克 猪骨350克，小个土豆1个 ，生姜3片 ,清淡，爽口,,,统计17级,猪肉类,330
610042,3609,五彩豆,29,0,0,,19,,,,-1,caipu/305001.jpg,0.73,4,清淡,,黄豆，绿豆，肉馅适量，洋葱四分之一个，胡罗卜半根，盐、味精、淀粉、花椒面和老抽适量。,清淡，爽口,,,统计17级,果菜类,330
610016,3606,五彩藕苗,35,0,0,,15,,,,-1,caipu/302005.jpg,0.85,2,爽口,,藕苗400，青椒10g，红椒10g，黄彩椒10g，云耳15g。,爽口，清淡,,,统计17级,茎菜类,330
610008,3617,五色糯米饭(七色),35,0,0,,17,,,,-1,caipu/601002.jpg,0.7,2,清淡,五色糯米饭是广西清明时节壮族祭祀祖先的一种食物，每到三月三，墟市会有很多新鲜的染色植物出售，人们会把平淡无奇的糯米染成五彩缤纷的样子，增添节日的色彩。糯米饭里更带有淡淡的植物香味，回味无穷,"糯米400g，食用油适量，黄母花草1把，枫树叶1把，紫蓝草1把，红蓝草1把，绿花1份，蓝花1份。
",清淡，爽口,,,统计17级,米饭类,330
609982,3604,"五香酱驴肉
",52,0,0,,36,,,,-1,caipu/205002.jpg,0.84,2,酱香,,黄豆酱，新鲜驴肉，花椒，盐，白糖，料酒，干辣椒，蒜，姜，葱，大料,家常菜,,,统计17级,其他肉类,330
610047,3605,西瓜胡萝卜沙拉,26,0,0,,8,,,,-1,caipu/301001.jpg,0.88,2,甜,,西瓜一块，酸奶一杯，胡萝卜一根。,二人世界，甜,,,统计17级,根菜类,330
609979,3599,鲜美鳝鱼,55,0,0,,19,,,,-1,caipu/106004.jpg,0.79,3,咸鲜,,野生鳝鱼若干，黄瓜（或莴笋）1条，酸菜若干，干辣椒若干，茶油适量，鸡精，酱油几滴。,爆炒，补血，下酒菜,,,统计17级,其他水产,330
610012,3606,香菇鹌鹑蛋,39,0,0,,17,,,,-1,caipu/302001.jpg,0.78,3,爽口,美味又简单，美容瘦身营养都不误,鲜香菇，鹌鹑蛋，椒盐粉、耗油汁适量。,懒人食谱，爽口，减肥,,,统计17级,茎菜类,330
609939,3618,香菇鸡肉粥,15,0,0,,10,,,,-1,caipu/602005.jpg,0.83,1,咸鲜,,大米，鸡肉，香菇，小葱，姜丝，盐，糖，鸡粉，胡椒粉，料酒，水淀粉,咸鲜,,,统计17级,粥类,330
609991,3600,"香烤牛排
",55,0,0,,30,,,,-1,caipu/201001.jpg,0.81,3,香辣,,牛排，洋葱，黄酒，姜，葱，花椒，盐，红米粉，柠檬汁,微辣，烧烤,,,统计17级,牛肉类,330
609958,3601,"香辣爆羊肝
",28,0,0,,15,,,,-1,caipu/202004.jpg,0.88,2,香辣,,"羊肝，葱，姜，大蒜，干辣椒，淀粉胡萝卜，圆葱，酱油，盐，姜粉，料酒
",爆炒,,,统计17级,羊肉类,330
609969,3594,香辣腐乳炒虾,56,0,0,,33,,,,-1,caipu/101004.jpg,0.83,3,香辣,,大虾700g，辣腐乳、黄酒、糖、姜、纯净水和葱适量。,香辣，咸鲜,,,统计17级,虾类,330
609967,3594,香酥两吃大虾,89,0,0,,55,,,,-1,caipu/101002.jpg,0.8,5,香酥,海虾营养丰富，味道鲜美，含有丰富的蛋白质，多种维生素及微量元素，具有补肾壮阳，兹明健胃等功能。,大虾10只，鸡蛋3个，面包糠150g，面粉150g，精盐、鸡粉、白糖、料酒、番茄酱和植物油适量。,炸，下酒菜,,,统计17级,虾类,330
609959,3601,"小炒羊腰
",36,0,0,,20,,,,-1,caipu/202005.jpg,0.83,1,微辣,,羊腰，老姜，杭椒，大蒜，料酒，醋，胡椒粉，鸡精，干辣椒，豆瓣酱，葱白，香菜花椒，八角,煸炒,,,统计17级,羊肉类,330
609938,3618,小米南瓜粥,13,0,0,,7,,,,-1,caipu/602004.jpg,0.85,1,爽口,,小米，南瓜,甜,,,统计17级,粥类,330
609975,3615,一品香酥藕,10,0,0,,4,,,,-1,caipu/502005.jpg,NA,1,香酥,,"莲藕 ，肉馅，
葱， 姜
鸡蛋 ，面粉 ，生粉，吉士粉 ，辣椒酱，高汤精 ，料酒
胡椒粉 

",咸鲜,,,统计17级,甜点类,330
609949,3613,意文柠檬汁 ,13,0,0,,8,,,,-1,caipu/404005.jpg,0.89,1,柠檬味,,柠檬汁，防腐剂,清香，果味,,,统计17级,饮料类,330
609968,3594,油焖麻辣虾,65,0,0,,43,,,,-1,caipu/101003.jpg,0.81,5,麻辣,,基围虾一斤，大蒜三瓣，油、盐、料酒、酱油、花椒、生姜、大葱、辣椒和鸡精适量，葱花少许。 ,爆炒，麻辣，油腻,,,统计17级,虾类,330
609999,3619,鱼香肉丝拌面,18,0,0,,12,,,,-1,caipu/603003.jpg,0.89,1,微辣,,里脊肉 切丝，青椒丝：克，胡萝卜丝：克，木耳：克，笋丝：克，葱姜蒜，盐，糖，辣酱【自制】,家常菜,,,统计17级,面食类,330
610026,3603,玉竹南北杏鸭腿汤,35,0,0,,12,,,,-1,caipu/204009.jpg,0.8,2,爽口,,鸭腿1只，玉竹，南杏，北沙参，北杏，蜜枣适量,煲汤，爽口,,,统计17级,家禽类,330
610033,3611,"张裕葡萄酒张裕赤霞珠干红
",32,0,0,,20,,,,-1,caipu/402002.jpg,0.83,1,果味,,赤霞珠等葡萄,酿,,,统计17级,红酒类,330
610032,3611,长城窖酿解百纳红酒干红葡萄酒,35,0,0,,20,,,,-1,caipu/401001.jpg,0.8,1,果味,,解百纳葡萄，酵母,酿,,,统计17级,红酒类,330
610018,3603,"照烧鸡腿
",16,0,0,,6,,,,-1,caipu/204001.jpg,0.79,1,微辣,鸡蛋蛋白质的氨基酸比例很适合人体生理需要、易为机体吸收，利用率高达98%以上，营养价值很高,鸡腿，蚝油，生抽，老抽，低度白酒，糖稀,下饭菜,,,统计17级,家禽类,330
610038,3598,芝麻烤紫菜,25,0,0,,10,,,,-1,caipu/105002.jpg,0.78,2,香酥,,紫菜，芝麻，盐、白糖、香油适量。,炒，香酥,,,统计17级,海藻类,330
609966,3594,芝士烩波士顿龙虾,175,0,0,,130,,,,-1,caipu/101001.jpg,0.89,4,爽口,不比澳龙差的美味，对于龙虾，除了显现它本来的鲜甜外更多的是对柔嫩肉质的一种提升，芝士浓郁的香气搭配鸡汤的底味让整个菜都增色很多。,波士顿大龙虾700g，芝士2片，黄油10g，葱3-4根，牛排用辣椒碎少许，油200ml，淀粉若干，水一大碗，浓缩鸡汤半盒5g左右。,蒜香，微辣，午餐,,,统计17级,虾类,330
610056,3614,纸杯蛋糕,8,0,0,,3,,,,-1,caipu/501005.jpg,0.82,1,奶香,,鸡蛋，低筋面粉，白糖,甜,,,统计17级,糕点类,330
609984,3604,重庆特色油烧兔,69,0,0,,42,,,,-1,caipu/205004.jpg,0.88,4,麻辣,兔肉对老人、幼儿、孕妇、冠心病患者具有滋补作用,兔子1只，鸡蛋2个，大蒜、姜片、葱段、花椒、料酒适量，干辣椒15个,麻辣，咸鲜,,,统计17级,其他肉类,330
609956,3601,孜然羊排,88,0,0,,49,,,,-1,caipu/202002.jpg,0.91,1,微辣,冬季暖身,"羊排500克,孜然粒8克,孜然粉5克,辣椒粉5克,大葱半根,姜10克 大蒜5瓣,花椒10粒,料酒1汤匙,盐1汤匙 ,花生油适量",微辣，煎,,,统计17级,羊肉类,330
609973,3615,紫薯面包卷,20,0,0,,10,,,,-1,caipu/502003.jpg,0.83,1,甜,,高粉，奶粉，鸡蛋，牛奶，紫薯，白糖，鲜奶油，黄油，酵母，盐，白糖，,甜,,,统计17级,甜点类,330
609933,3602,自制猪肉脯,48,0,0,,29,,,,-1,caipu/203004.jpg,0.86,3,香甜,自制猪肉脯，不仅香甜、有一定嚼劲，非常好吃,猪肉500g，盐2勺，胡椒粉1勺，生抽少许，老抽少许，料酒20ml，蚝油少许，蜂蜜少许,香甜，家常菜,,,统计17级,猪肉类,330
